productId,productName,category,subcategory,brand,description,price,discountPercentage,finalPrice,averageRating,reviewCount,stockQuantity,inStock,color,size,viewCount,purchaseCount,wishlistCount,isPrimeEligible
PROD0000143,Elite Fiction 453,Books,Fiction,Penguin,High-quality Books product. Fiction with excellent features for daily use.,12064.47,10,10858.02,3.9,118,10,True,Red,M,277,16,42,True
PROD0000144,Pro Educational 955,Books,Educational,Penguin,High-quality Books product. Educational with excellent features for daily use.,3362.05,20,2689.64,2.7,1,0,False,Multi,XL,347,23,9,True
PROD0000145,Classic Non Fiction 351,Books,Non_Fiction,Penguin,High-quality Books product. Non Fiction with excellent features for daily use.,286.7,0,286.7,3.8,0,50,True,Black,L,162,23,7,False
PROD0000146,Classic Educational 410,Books,Educational,Penguin,High-quality Books product. Educational with excellent features for daily use.,370.92,30,259.64,4.8,0,100,True,NA,NA,1,79,25,True
PROD0000147,Pro Furniture 563,Home_Kitchen,Furniture,Bosch,High-quality Home_Kitchen product. Furniture with excellent features for daily use.,1286.42,20,1029.14,3.6,32,100,True,NA,M,6,48,25,True
PROD0000148,Modern Mens Wear 766,Fashion,Mens_Wear,Zara,High-quality Fashion product. Mens Wear with excellent features for daily use.,181.87,0,181.87,3.6,111,100,True,Blue,NA,583,26,54,False
PROD0000149,Smart Educational 148,Books,Educational,HarperCollins,High-quality Books product. Educational with excellent features for daily use.,1019.13,30,713.39,4.8,11,100,True,Black,NA,99,15,16,True
PROD0000150,Premium Tablets 444,Electronics,Tablets,Apple,High-quality Electronics product. Tablets with excellent features for daily use.,1140.15,10,1026.14,3.7,18,100,True,Red,S,159,50,11,False
PROD0000151,Premium Tablets 261,Electronics,Tablets,Apple,High-quality Electronics product. Tablets with excellent features for daily use.,101.84,30,71.29,3.5,22,0,False,Multi,S,74,5,15,False
PROD0000152,Classic Tablets 825,Electronics,Tablets,OnePlus,High-quality Electronics product. Tablets with excellent features for daily use.,1985.43,10,1786.89,2.8,50,100,True,White,M,19,14,52,False
PROD0000153,Modern Laptops 110,Electronics,Laptops,Sony,High-quality Electronics product. Laptops with excellent features for daily use.,6224.91,20,4979.93,4.2,14,50,True,Blue,S,61,12,6,True
PROD0000154,Smart Bedding 962,Home_Kitchen,Bedding,Philips,High-quality Home_Kitchen product. Bedding with excellent features for daily use.,316.4,0,316.4,3.6,86,50,True,White,NA,90,7,6,True
PROD0000155,Modern Smartphones 536,Electronics,Smartphones,Samsung,High-quality Electronics product. Smartphones with excellent features for daily use.,705.54,0,705.54,3.3,61,50,True,NA,S,8,48,3,False
PROD0000156,Elite Non Fiction 916,Books,Non_Fiction,Penguin,High-quality Books product. Non Fiction with excellent features for daily use.,10383.01,30,7268.11,2.1,23,100,True,Blue,XL,187,19,12,False
PROD0000157,Smart Gym Equipment 198,Sports_Fitness,Gym_Equipment,Decathlon,High-quality Sports_Fitness product. Gym Equipment with excellent features for daily use.,1179.24,0,1179.24,3.4,112,100,True,Red,S,513,27,0,False
PROD0000158,Smart Laptops 952,Electronics,Laptops,Sony,High-quality Electronics product. Laptops with excellent features for daily use.,700.7,20,560.56,2.5,53,0,False,NA,NA,396,31,43,False
PROD0000159,Modern Appliances 411,Home_Kitchen,Appliances,Philips,High-quality Home_Kitchen product. Appliances with excellent features for daily use.,6809.66,0,6809.66,2.0,81,10,True,Black,M,480,3,30,True
PROD0000160,Classic Furniture 619,Home_Kitchen,Furniture,IKEA,High-quality Home_Kitchen product. Furniture with excellent features for daily use.,8523.72,0,8523.72,4.4,10,0,False,Black,NA,338,3,79,False
PROD0000161,Classic Tablets 150,Electronics,Tablets,Sony,High-quality Electronics product. Tablets with excellent features for daily use.,432.55,20,346.04,3.2,50,100,True,Blue,L,345,24,19,True
PROD0000162,Pro Gym Equipment 332,Sports_Fitness,Gym_Equipment,Reebok,High-quality Sports_Fitness product. Gym Equipment with excellent features for daily use.,2787.25,30,1951.07,2.8,57,10,True,NA,XL,226,12,15,False
PROD0000163,Elite Cameras 839,Electronics,Cameras,Sony,High-quality Electronics product. Cameras with excellent features for daily use.,1324.43,10,1191.99,2.5,21,50,True,Black,M,351,0,17,False
PROD0000164,Premium Furniture 202,Home_Kitchen,Furniture,Bosch,High-quality Home_Kitchen product. Furniture with excellent features for daily use.,141.03,0,141.03,3.3,45,100,True,Black,NA,335,4,12,True
PROD0000165,Premium Footwear 468,Fashion,Footwear,Nike,High-quality Fashion product. Footwear with excellent features for daily use.,896.16,20,716.93,4.0,28,100,True,Multi,XL,15,116,40,True
PROD0000166,Modern Fiction 312,Books,Fiction,HarperCollins,High-quality Books product. Fiction with excellent features for daily use.,1393.51,30,975.46,4.3,29,100,True,Red,XL,142,20,15,True
PROD0000167,Classic Furniture 950,Home_Kitchen,Furniture,IKEA,High-quality Home_Kitchen product. Furniture with excellent features for daily use.,647.46,20,517.97,2.6,101,10,True,Black,L,28,2,2,False
PROD0000168,Modern Cameras 740,Electronics,Cameras,Apple,High-quality Electronics product. Cameras with excellent features for daily use.,9585.59,30,6709.91,4.0,43,50,True,Multi,XL,75,15,1,False
PROD0000169,Pro Non Fiction 870,Books,Non_Fiction,HarperCollins,High-quality Books product. Non Fiction with excellent features for daily use.,863.82,30,604.67,3.2,32,50,True,Blue,S,86,3,0,True
PROD0000170,Pro Cameras 692,Electronics,Cameras,Apple,High-quality Electronics product. Cameras with excellent features for daily use.,35190.92,0,35190.92,4.2,51,100,True,Red,NA,184,11,20,True
PROD0000171,Pro Tablets 861,Electronics,Tablets,Apple,High-quality Electronics product. Tablets with excellent features for daily use.,12485.29,10,11236.76,3.4,23,100,True,Blue,NA,228,0,5,False
PROD0000172,Premium Footwear 984,Fashion,Footwear,Zara,High-quality Fashion product. Footwear with excellent features for daily use.,2665.36,30,1865.75,4.1,1,0,False,Blue,XL,176,2,3,False
PROD0000173,Premium Non Fiction 317,Books,Non_Fiction,Penguin,High-quality Books product. Non Fiction with excellent features for daily use.,11518.71,10,10366.84,4.6,17,100,True,Multi,L,104,22,3,True
PROD0000174,Elite Fiction 237,Books,Fiction,HarperCollins,High-quality Books product. Fiction with excellent features for daily use.,4550.98,0,4550.98,1.3,85,50,True,NA,XL,64,28,52,False
PROD0000175,Pro Footwear 149,Fashion,Footwear,Nike,High-quality Fashion product. Footwear with excellent features for daily use.,1760.83,30,1232.58,3.6,2,0,False,Black,NA,4,5,19,True
PROD0000176,Classic Furniture 245,Home_Kitchen,Furniture,Philips,High-quality Home_Kitchen product. Furniture with excellent features for daily use.,29631.44,20,23705.15,2.6,31,50,True,Black,S,35,42,6,True
PROD0000177,Elite Laptops 941,Electronics,Laptops,Sony,High-quality Electronics product. Laptops with excellent features for daily use.,365.27,30,255.69,4.8,97,10,True,White,NA,166,5,2,True
PROD0000178,Classic Gym Equipment 598,Sports_Fitness,Gym_Equipment,Decathlon,High-quality Sports_Fitness product. Gym Equipment with excellent features for daily use.,15423.97,30,10796.78,4.5,56,50,True,Multi,XL,95,1,7,True
PROD0000179,Classic Headphones 556,Electronics,Headphones,OnePlus,High-quality Electronics product. Headphones with excellent features for daily use.,246.02,0,246.02,3.7,19,100,True,White,M,127,49,43,True
PROD0000180,Smart Cameras 585,Electronics,Cameras,Samsung,High-quality Electronics product. Cameras with excellent features for daily use.,2672.22,10,2405.0,4.2,36,50,True,White,XL,179,28,24,True
PROD0000181,Smart Furniture 457,Home_Kitchen,Furniture,IKEA,High-quality Home_Kitchen product. Furniture with excellent features for daily use.,2302.32,0,2302.32,3.8,21,100,True,Multi,L,4,37,12,True
PROD0000182,Smart Laptops 185,Electronics,Laptops,Samsung,High-quality Electronics product. Laptops with excellent features for daily use.,93.46,20,74.77,1.9,44,0,False,White,XL,343,54,1,True
PROD0000183,Classic Footwear 153,Fashion,Footwear,Adidas,High-quality Fashion product. Footwear with excellent features for daily use.,1480.89,20,1184.71,3.5,137,0,False,Black,XL,5,19,16,True
PROD0000184,Smart Accessories 490,Fashion,Accessories,Adidas,High-quality Fashion product. Accessories with excellent features for daily use.,2048.01,10,1843.21,3.4,19,50,True,Blue,XL,20,17,10,False
PROD0000185,Modern Fiction 381,Books,Fiction,HarperCollins,High-quality Books product. Fiction with excellent features for daily use.,1833.41,0,1833.41,4.1,18,10,True,NA,NA,26,18,101,True
PROD0000186,Elite Outdoor 520,Sports_Fitness,Outdoor,Nike,High-quality Sports_Fitness product. Outdoor with excellent features for daily use.,5353.95,30,3747.76,3.3,149,10,True,Multi,M,58,59,24,False
PROD0000187,Premium Tablets 739,Electronics,Tablets,Apple,High-quality Electronics product. Tablets with excellent features for daily use.,3434.7,10,3091.23,3.6,10,0,False,NA,NA,317,20,33,True
PROD0000188,Modern Laptops 262,Electronics,Laptops,Samsung,High-quality Electronics product. Laptops with excellent features for daily use.,17695.55,10,15926.0,4.4,21,0,False,Multi,NA,53,23,9,False
PROD0000189,Modern Decor 802,Home_Kitchen,Decor,Bosch,High-quality Home_Kitchen product. Decor with excellent features for daily use.,90.07,20,72.06,3.2,15,10,True,NA,L,61,4,31,False
PROD0000190,Premium Accessories 588,Fashion,Accessories,Adidas,High-quality Fashion product. Accessories with excellent features for daily use.,2689.58,0,2689.58,4.1,5,100,True,NA,XL,147,2,10,True
PROD0000191,Premium Gym Equipment 557,Sports_Fitness,Gym_Equipment,Nike,High-quality Sports_Fitness product. Gym Equipment with excellent features for daily use.,53738.47,10,48364.62,2.7,64,500,True,NA,L,272,25,35,False
PROD0000192,Pro Fiction 785,Books,Fiction,HarperCollins,High-quality Books product. Fiction with excellent features for daily use.,1103.69,0,1103.69,1.9,10,50,True,Red,L,113,5,34,True
PROD0000193,Modern Mens Wear 335,Fashion,Mens_Wear,Adidas,High-quality Fashion product. Mens Wear with excellent features for daily use.,950.3,10,855.27,3.1,31,100,True,White,M,127,12,14,True
PROD0000194,Premium Educational 190,Books,Educational,HarperCollins,High-quality Books product. Educational with excellent features for daily use.,2048.57,0,2048.57,2.9,9,100,True,Red,M,131,24,23,True
PROD0000195,Smart Bedding 353,Home_Kitchen,Bedding,Bosch,High-quality Home_Kitchen product. Bedding with excellent features for daily use.,1041.59,10,937.43,3.8,91,50,True,Black,M,605,41,35,True
PROD0000196,Pro Appliances 422,Home_Kitchen,Appliances,Philips,High-quality Home_Kitchen product. Appliances with excellent features for daily use.,171.64,10,154.48,4.1,18,100,True,Blue,L,193,27,0,True
PROD0000197,Premium Laptops 503,Electronics,Laptops,Samsung,High-quality Electronics product. Laptops with excellent features for daily use.,405.92,0,405.92,4.5,180,500,True,NA,S,548,22,5,True
PROD0000198,Smart Outdoor 123,Sports_Fitness,Outdoor,Nike,High-quality Sports_Fitness product. Outdoor with excellent features for daily use.,4277.21,10,3849.49,4.2,65,100,True,Blue,NA,60,92,6,True
PROD0000199,Elite Non Fiction 849,Books,Non_Fiction,Penguin,High-quality Books product. Non Fiction with excellent features for daily use.,339.7,30,237.79,3.3,0,500,True,Blue,L,88,25,8,True
PROD0000200,Smart Womens Wear 284,Fashion,Womens_Wear,Zara,High-quality Fashion product. Womens Wear with excellent features for daily use.,65459.97,10,58913.97,4.3,155,500,True,Black,L,1635,21,16,False
PROD0000201,Smart Decor 827,Home_Kitchen,Decor,Philips,High-quality Home_Kitchen product. Decor with excellent features for daily use.,3387.82,30,2371.47,3.4,34,10,True,Black,M,31,9,11,False
PROD0000202,Smart Laptops 274,Electronics,Laptops,Apple,High-quality Electronics product. Laptops with excellent features for daily use.,7303.69,10,6573.32,2.7,40,500,True,Black,L,547,36,13,True
PROD0000203,Pro Smartphones 109,Electronics,Smartphones,Apple,High-quality Electronics product. Smartphones with excellent features for daily use.,8776.78,10,7899.1,4.3,12,500,True,NA,XL,279,6,9,True
PROD0000204,Elite Non Fiction 228,Books,Non_Fiction,HarperCollins,High-quality Books product. Non Fiction with excellent features for daily use.,9976.12,20,7980.9,4.8,7,100,True,Red,NA,118,41,25,False
PROD0000205,Modern Decor 770,Home_Kitchen,Decor,IKEA,High-quality Home_Kitchen product. Decor with excellent features for daily use.,12902.23,30,9031.56,3.1,131,50,True,Blue,NA,284,33,0,False
PROD0000206,Modern Outdoor 360,Sports_Fitness,Outdoor,Reebok,High-quality Sports_Fitness product. Outdoor with excellent features for daily use.,13752.77,0,13752.77,4.7,4,0,False,Blue,L,523,2,11,True
PROD0000207,Classic Bedding 648,Home_Kitchen,Bedding,Bosch,High-quality Home_Kitchen product. Bedding with excellent features for daily use.,6509.07,20,5207.26,3.4,2,50,True,Multi,L,238,35,17,True
PROD0000208,Classic Educational 978,Books,Educational,HarperCollins,High-quality Books product. Educational with excellent features for daily use.,3209.92,30,2246.94,2.1,232,10,True,Black,M,175,14,0,True
PROD0000209,Pro Fiction 448,Books,Fiction,Penguin,High-quality Books product. Fiction with excellent features for daily use.,4662.46,0,4662.46,3.5,26,10,True,Blue,NA,109,49,1,True
PROD0000210,Elite Decor 834,Home_Kitchen,Decor,IKEA,High-quality Home_Kitchen product. Decor with excellent features for daily use.,195.14,0,195.14,4.0,10,0,False,Black,M,39,120,2,False
PROD0000211,Pro Educational 127,Books,Educational,HarperCollins,High-quality Books product. Educational with excellent features for daily use.,3031.49,20,2425.19,1.8,88,10,True,Black,XL,194,53,4,False
PROD0000212,Modern Furniture 255,Home_Kitchen,Furniture,IKEA,High-quality Home_Kitchen product. Furniture with excellent features for daily use.,472.55,20,378.04,3.7,13,500,True,Blue,XL,182,30,6,True
PROD0000213,Pro Accessories 824,Fashion,Accessories,Levis,High-quality Fashion product. Accessories with excellent features for daily use.,5035.43,10,4531.89,4.6,42,100,True,Multi,S,35,97,7,True
PROD0000214,Modern Decor 592,Home_Kitchen,Decor,Philips,High-quality Home_Kitchen product. Decor with excellent features for daily use.,439.2,20,351.36,4.4,112,10,True,Blue,L,244,58,5,True
PROD0000215,Elite Furniture 139,Home_Kitchen,Furniture,Philips,High-quality Home_Kitchen product. Furniture with excellent features for daily use.,2707.06,0,2707.06,4.0,8,100,True,Blue,XL,9,13,80,True
PROD0000216,Elite Educational 373,Books,Educational,Penguin,High-quality Books product. Educational with excellent features for daily use.,46270.66,0,46270.66,4.6,28,500,True,NA,S,462,0,18,True
PROD0000217,Premium Non Fiction 281,Books,Non_Fiction,Penguin,High-quality Books product. Non Fiction with excellent features for daily use.,1924.6,20,1539.68,3.8,114,500,True,Red,M,230,23,11,False
PROD0000218,Modern Headphones 693,Electronics,Headphones,Samsung,High-quality Electronics product. Headphones with excellent features for daily use.,3547.07,20,2837.66,4.6,122,100,True,Blue,NA,54,66,26,True
PROD0000219,Smart Cameras 565,Electronics,Cameras,Apple,High-quality Electronics product. Cameras with excellent features for daily use.,5758.68,20,4606.94,4.5,12,500,True,Blue,XL,125,29,6,True
PROD0000220,Modern Footwear 542,Fashion,Footwear,Zara,High-quality Fashion product. Footwear with excellent features for daily use.,2633.48,0,2633.48,3.1,14,100,True,Red,S,515,7,38,False
PROD0000221,Modern Smartphones 447,Electronics,Smartphones,Sony,High-quality Electronics product. Smartphones with excellent features for daily use.,2434.06,0,2434.06,2.9,25,10,True,NA,XL,87,5,57,False
PROD0000222,Smart Decor 514,Home_Kitchen,Decor,Bosch,High-quality Home_Kitchen product. Decor with excellent features for daily use.,4910.97,30,3437.68,3.7,20,0,False,NA,L,13,4,0,True
PROD0000223,Elite Fiction 655,Books,Fiction,HarperCollins,High-quality Books product. Fiction with excellent features for daily use.,591.98,30,414.39,4.5,2,500,True,Multi,XL,211,58,5,True
PROD0000224,Smart Cameras 197,Electronics,Cameras,Sony,High-quality Electronics product. Cameras with excellent features for daily use.,1849.96,10,1664.96,2.6,30,100,True,Black,XL,253,14,8,True
PROD0000225,Elite Headphones 242,Electronics,Headphones,Sony,High-quality Electronics product. Headphones with excellent features for daily use.,1239.3,20,991.44,4.0,15,100,True,NA,L,111,33,65,True
PROD0000226,Pro Accessories 555,Fashion,Accessories,Levis,High-quality Fashion product. Accessories with excellent features for daily use.,755.74,0,755.74,4.6,0,500,True,Black,M,478,20,9,False
PROD0000227,Smart Womens Wear 973,Fashion,Womens_Wear,Adidas,High-quality Fashion product. Womens Wear with excellent features for daily use.,9526.35,30,6668.44,4.3,42,10,True,NA,XL,60,12,21,True
PROD0000228,Premium Bedding 209,Home_Kitchen,Bedding,Bosch,High-quality Home_Kitchen product. Bedding with excellent features for daily use.,327.47,10,294.72,4.4,12,0,False,Red,XL,248,27,19,False
PROD0000229,Premium Non Fiction 858,Books,Non_Fiction,Penguin,High-quality Books product. Non Fiction with excellent features for daily use.,412.69,20,330.15,4.1,54,100,True,Black,XL,32,14,20,False
PROD0000230,Modern Footwear 794,Fashion,Footwear,Zara,High-quality Fashion product. Footwear with excellent features for daily use.,3233.4,0,3233.4,2.9,19,0,False,Multi,NA,94,48,10,True
PROD0000231,Pro Cameras 742,Electronics,Cameras,Samsung,High-quality Electronics product. Cameras with excellent features for daily use.,2959.23,20,2367.38,3.3,7,100,True,Blue,XL,64,11,29,True
PROD0000232,Classic Non Fiction 979,Books,Non_Fiction,HarperCollins,High-quality Books product. Non Fiction with excellent features for daily use.,2389.39,30,1672.57,2.6,37,10,True,Black,S,0,2,5,True
PROD0000233,Elite Fiction 570,Books,Fiction,HarperCollins,High-quality Books product. Fiction with excellent features for daily use.,17279.44,30,12095.61,4.6,15,10,True,Multi,XL,115,23,1,True
PROD0000234,Elite Cameras 719,Electronics,Cameras,Sony,High-quality Electronics product. Cameras with excellent features for daily use.,8137.37,20,6509.9,4.4,2,0,False,Blue,NA,202,84,2,True
PROD0000235,Classic Accessories 667,Fashion,Accessories,Zara,High-quality Fashion product. Accessories with excellent features for daily use.,23461.56,0,23461.56,2.8,14,100,True,NA,L,55,18,44,False
PROD0000236,Classic Headphones 957,Electronics,Headphones,Apple,High-quality Electronics product. Headphones with excellent features for daily use.,554.43,0,554.43,2.6,30,0,False,Red,S,326,45,7,True
PROD0000237,Classic Educational 154,Books,Educational,HarperCollins,High-quality Books product. Educational with excellent features for daily use.,179.21,20,143.37,3.9,46,500,True,Black,M,71,27,29,True
PROD0000238,Smart Yoga 295,Sports_Fitness,Yoga,Nike,High-quality Sports_Fitness product. Yoga with excellent features for daily use.,1590.46,30,1113.32,3.2,56,100,True,Red,M,160,153,49,True
PROD0000239,Modern Yoga 432,Sports_Fitness,Yoga,Nike,High-quality Sports_Fitness product. Yoga with excellent features for daily use.,1252.46,0,1252.46,3.6,19,0,False,Blue,NA,24,43,0,True
PROD0000240,Smart Decor 257,Home_Kitchen,Decor,Bosch,High-quality Home_Kitchen product. Decor with excellent features for daily use.,2617.54,30,1832.28,3.8,6,500,True,Black,NA,79,0,0,True
PROD0000241,Premium Cameras 782,Electronics,Cameras,Sony,High-quality Electronics product. Cameras with excellent features for daily use.,7629.75,30,5340.82,4.0,8,500,True,Blue,L,63,41,6,True
PROD0000242,Classic Smartphones 858,Electronics,Smartphones,Apple,High-quality Electronics product. Smartphones with excellent features for daily use.,396.58,10,356.92,3.9,70,500,True,NA,XL,80,1,91,True
PROD0000243,Elite Decor 136,Home_Kitchen,Decor,IKEA,High-quality Home_Kitchen product. Decor with excellent features for daily use.,32701.45,30,22891.02,4.8,163,100,True,Blue,NA,19,4,22,True
PROD0000244,Premium Appliances 478,Home_Kitchen,Appliances,IKEA,High-quality Home_Kitchen product. Appliances with excellent features for daily use.,3345.03,20,2676.02,4.3,19,500,True,Blue,L,58,6,2,True
PROD0000245,Smart Furniture 111,Home_Kitchen,Furniture,IKEA,High-quality Home_Kitchen product. Furniture with excellent features for daily use.,360.3,20,288.24,3.9,2,50,True,Black,M,75,24,3,False
PROD0000246,Pro Fiction 340,Books,Fiction,HarperCollins,High-quality Books product. Fiction with excellent features for daily use.,3835.52,0,3835.52,4.6,2,0,False,Blue,S,3,1,15,False
PROD0000247,Pro Cameras 843,Electronics,Cameras,Samsung,High-quality Electronics product. Cameras with excellent features for daily use.,1286.97,10,1158.27,1.6,17,50,True,Blue,S,754,21,21,True
PROD0000248,Modern Non Fiction 290,Books,Non_Fiction,HarperCollins,High-quality Books product. Non Fiction with excellent features for daily use.,681.21,0,681.21,3.8,63,500,True,Multi,NA,417,61,28,False
PROD0000249,Modern Appliances 135,Home_Kitchen,Appliances,Bosch,High-quality Home_Kitchen product. Appliances with excellent features for daily use.,3417.35,0,3417.35,4.4,44,10,True,Blue,NA,41,48,2,True
PROD0000250,Premium Headphones 535,Electronics,Headphones,OnePlus,High-quality Electronics product. Headphones with excellent features for daily use.,7145.63,0,7145.63,3.7,45,50,True,NA,S,456,19,13,False
PROD0000251,Pro Non Fiction 378,Books,Non_Fiction,Penguin,High-quality Books product. Non Fiction with excellent features for daily use.,218.28,30,152.8,3.3,24,500,True,White,M,100,51,16,False
PROD0000252,Classic Fiction 480,Books,Fiction,Penguin,High-quality Books product. Fiction with excellent features for daily use.,4813.02,30,3369.11,3.2,16,0,False,Red,NA,133,13,0,False
PROD0000253,Smart Furniture 979,Home_Kitchen,Furniture,Philips,High-quality Home_Kitchen product. Furniture with excellent features for daily use.,280.12,20,224.1,3.3,52,100,True,White,M,100,31,14,True

